"index","age","job","housing_loan","personal_loan","credit_default","balance"
5514,33,"blue-collar","yes","no","no",463
5515,33,"blue-collar","yes","no","no",3546
5516,53,"self-employed","yes","yes","no",1
5517,54,"blue-collar","yes","no","no",-239
5518,31,"entrepreneur","yes","no","no",1340
5519,46,"technician","yes","no","no",772
5520,54,"blue-collar","no","no","no",-630
5521,37,"technician","yes","yes","no",507
5522,32,"blue-collar","yes","no","no",736
5523,40,"blue-collar","yes","yes","no",395
5524,60,"services","no","no","no",-46
5525,33,"management","yes","no","no",2599
5526,35,"blue-collar","no","no","no",-461
5527,33,"blue-collar","no","no","no",0
5528,39,"technician","yes","no","no",3643
5529,58,"retired","yes","no","no",0
5530,43,"blue-collar","yes","yes","no",-141
5531,38,"blue-collar","yes","yes","no",526
5532,49,"blue-collar","yes","no","no",23
5533,35,"management","yes","no","no",839
5534,53,"blue-collar","yes","no","no",-1455
5535,40,"services","yes","no","yes",-306
5536,36,"blue-collar","yes","no","no",655
5537,42,"admin.","yes","no","no",3465
5538,36,"management","yes","no","no",876
5539,35,"blue-collar","yes","no","no",154
5540,33,"management","yes","yes","no",67
5541,37,"management","yes","no","no",5205
5542,44,"management","no","no","no",5773
5543,35,"technician","yes","yes","no",0
5544,36,"services","yes","yes","no",1694
5545,31,"self-employed","yes","no","no",1074
5546,40,"blue-collar","yes","no","no",278
5547,38,"blue-collar","yes","no","no",1102
5548,46,"blue-collar","yes","no","no",0
5549,29,"management","yes","no","no",0
5550,33,"blue-collar","yes","yes","no",-346
5551,32,"technician","no","no","no",415
5552,48,"management","no","yes","no",851
5553,32,"technician","yes","no","no",1247
5554,35,"admin.","yes","no","no",91
5555,32,"admin.","no","no","no",882
5556,42,"blue-collar","yes","no","no",165
5557,32,"management","yes","no","no",1501
5558,35,"technician","no","no","no",1529
5559,39,"blue-collar","yes","no","no",293
5560,30,"technician","yes","yes","no",1572
5561,30,"student","yes","no","no",-679
5562,32,"admin.","yes","no","no",497
5563,28,"blue-collar","yes","no","no",-303
5564,30,"blue-collar","yes","no","no",9194
5565,44,"blue-collar","yes","no","no",97
5566,34,"services","yes","yes","no",70
5567,38,"admin.","no","no","no",1839
5568,27,"admin.","yes","no","no",1492
5569,31,"management","yes","no","no",357
5570,37,"admin.","yes","no","no",192
5571,45,"admin.","yes","yes","no",875
5572,33,"management","yes","no","no",0
5573,39,"admin.","no","no","no",-288
5574,32,"admin.","no","no","no",1581
5575,31,"blue-collar","yes","no","no",2910
5576,38,"technician","no","no","no",372
5577,32,"self-employed","yes","no","no",9
5578,32,"blue-collar","yes","no","no",1780
5579,33,"blue-collar","yes","no","no",2665
5580,49,"blue-collar","yes","no","no",188
5581,32,"admin.","yes","no","no",506
5582,32,"blue-collar","yes","no","no",38
5583,31,"services","yes","no","no",-331
5584,39,"self-employed","yes","no","no",31
5585,37,"services","yes","yes","no",-21
5586,33,"entrepreneur","yes","no","no",1847
5587,35,"blue-collar","yes","no","no",208
5588,37,"blue-collar","yes","no","no",5
5589,31,"blue-collar","yes","no","no",-848
5590,35,"management","yes","no","no",317
5591,38,"management","yes","no","no",5779
5592,31,"blue-collar","yes","no","no",489
5593,30,"blue-collar","yes","no","yes",4
5594,31,"blue-collar","yes","no","no",631
5595,44,"admin.","yes","no","no",0
5596,51,"admin.","no","yes","no",3
5597,31,"blue-collar","yes","no","no",2197
5598,35,"management","yes","no","no",178
5599,34,"blue-collar","yes","no","no",358
5600,32,"blue-collar","yes","no","no",3144
5601,31,"services","yes","no","no",309
5602,34,"blue-collar","yes","yes","no",391
5603,32,"blue-collar","yes","no","no",1903
5604,50,"entrepreneur","yes","no","no",1605
5605,36,"blue-collar","yes","no","no",141
5606,58,"retired","yes","no","no",-205
5607,30,"blue-collar","yes","no","no",2150
5608,36,"blue-collar","yes","no","no",111
5609,31,"unemployed","yes","yes","no",57
5610,37,"technician","yes","no","no",876
5611,33,"blue-collar","no","no","yes",2
5612,31,"blue-collar","yes","no","no",-357
5613,37,"blue-collar","yes","no","no",13849
5614,37,"entrepreneur","no","no","no",0
5615,40,"technician","yes","no","no",5517
5616,58,"blue-collar","yes","no","no",5505
5617,46,"blue-collar","yes","no","no",4707
5618,32,"blue-collar","yes","no","no",523
5619,26,"technician","yes","no","yes",-516
5620,49,"self-employed","yes","yes","no",1878
5621,30,"admin.","yes","no","no",253
5622,33,"management","no","no","no",471
5623,44,"blue-collar","yes","no","no",-315
5624,34,"management","yes","no","no",240
5625,31,"admin.","yes","no","no",1098
5626,26,"technician","yes","no","no",-211
5627,31,"management","yes","no","no",9874
5628,29,"services","yes","no","no",1008
5629,36,"admin.","yes","no","no",165
5630,52,"blue-collar","yes","yes","no",3622
5631,31,"blue-collar","yes","no","no",92
5632,53,"admin.","yes","no","no",7598
5633,35,"blue-collar","yes","no","no",0
5634,46,"admin.","yes","no","no",-143
5635,39,"management","yes","yes","no",540
5636,31,"blue-collar","yes","yes","no",1495
5637,38,"admin.","yes","no","no",0
5638,53,"blue-collar","yes","no","no",3316
5639,27,"admin.","yes","no","no",3
5640,34,"student","yes","no","no",387
5641,40,"services","no","no","no",33
5642,37,"blue-collar","yes","no","no",152
5643,32,"admin.","yes","yes","no",41
5644,60,"retired","yes","no","no",1718
5645,49,"technician","yes","no","no",-287
5646,30,"management","yes","no","no",2317
5647,41,"management","yes","no","no",71
5648,38,"technician","yes","no","no",283
5649,44,"services","yes","no","no",-627
5650,56,"blue-collar","yes","no","no",-216
5651,49,"admin.","yes","no","no",-347
5652,50,"technician","yes","yes","no",199
5653,31,"services","yes","yes","no",31
5654,52,"admin.","yes","no","no",0
5655,58,"retired","yes","no","no",674
5656,37,"technician","yes","yes","no",-796
5657,43,"blue-collar","yes","yes","no",470
5658,47,"services","yes","yes","no",4063
5659,53,"admin.","yes","no","no",-372
5660,32,"blue-collar","yes","no","no",1156
5661,37,"technician","yes","no","yes",-886
5662,42,"technician","no","yes","no",-245
5663,33,"unemployed","yes","no","no",157
5664,37,"services","yes","no","no",510
5665,40,"blue-collar","no","yes","no",-426
5666,34,"blue-collar","yes","no","no",-436
5667,41,"blue-collar","yes","no","no",320
5668,59,"retired","no","yes","no",0
5669,30,"technician","yes","no","no",541
5670,32,"technician","no","no","no",1337
5671,42,"technician","yes","no","no",-280
5672,36,"services","yes","no","no",247
5673,44,"technician","yes","yes","no",-1379
5674,49,"blue-collar","yes","yes","no",383
5675,56,"blue-collar","yes","yes","no",-85
5676,43,"entrepreneur","yes","no","no",0
5677,50,"services","yes","yes","no",683
5678,58,"retired","yes","yes","no",295
5679,43,"services","yes","yes","no",978
5680,33,"admin.","yes","no","no",105
5681,34,"blue-collar","yes","no","no",503
5682,36,"technician","yes","no","no",-8
5683,59,"admin.","yes","no","no",-396
5684,46,"admin.","yes","no","no",-454
5685,51,"blue-collar","yes","no","no",-380
5686,35,"blue-collar","yes","no","no",1098
5687,37,"admin.","yes","no","no",155
5688,44,"blue-collar","yes","yes","no",-54
5689,48,"admin.","yes","no","no",238
5690,44,"technician","yes","no","no",106
5691,30,"blue-collar","yes","no","no",0
5692,35,"unknown","no","no","no",3888
5693,42,"admin.","yes","no","no",-138
5694,46,"blue-collar","yes","no","no",1728
5695,50,"admin.","yes","no","no",1651
5696,37,"services","yes","no","no",0
5697,56,"technician","no","no","no",463
5698,54,"blue-collar","yes","no","no",-361
5699,33,"services","yes","no","no",-27
5700,36,"admin.","no","no","no",0
5701,39,"blue-collar","yes","no","no",0
5702,35,"blue-collar","yes","no","no",-239
5703,25,"self-employed","yes","no","no",1182
5704,37,"blue-collar","yes","no","no",0
5705,44,"technician","yes","no","no",1262
5706,37,"technician","yes","no","no",435
5707,29,"student","yes","no","no",149
5708,32,"services","yes","no","no",241
5709,59,"technician","yes","no","no",879
5710,46,"technician","yes","no","no",-171
5711,34,"blue-collar","yes","yes","no",241
5712,35,"technician","yes","no","no",103
5713,53,"management","yes","no","no",1925
5714,48,"admin.","yes","yes","no",-212
5715,35,"blue-collar","yes","no","no",-587
5716,39,"blue-collar","yes","no","no",259
5717,36,"technician","yes","yes","no",19
5718,32,"admin.","yes","no","no",86
5719,30,"admin.","yes","yes","no",214
5720,31,"management","yes","no","no",895
5721,48,"management","yes","no","no",145
5722,43,"technician","yes","no","no",-1701
5723,42,"unemployed","yes","no","no",193
5724,37,"admin.","yes","no","no",-255
5725,40,"services","yes","no","no",19343
5726,46,"blue-collar","yes","no","no",0
5727,43,"services","no","no","no",0
5728,53,"technician","no","yes","no",137
5729,30,"admin.","yes","yes","no",-170
5730,40,"services","yes","no","no",-342
5731,38,"unemployed","yes","no","no",-673
5732,40,"blue-collar","yes","yes","no",193
5733,40,"management","yes","no","no",655
5734,38,"services","yes","yes","no",25
5735,49,"admin.","yes","yes","no",305
5736,36,"admin.","yes","no","no",125
5737,45,"technician","yes","no","no",591
5738,46,"blue-collar","no","no","no",537
5739,42,"blue-collar","yes","yes","no",-68
5740,35,"services","yes","no","no",-197
5741,34,"services","yes","no","no",-538
5742,47,"technician","yes","no","no",-213
5743,29,"services","yes","yes","no",340
5744,34,"services","yes","no","no",-694
5745,36,"technician","yes","no","no",160
5746,57,"technician","yes","no","no",3284
5747,47,"management","yes","no","no",191
5748,53,"technician","yes","no","no",1252
5749,40,"blue-collar","yes","no","no",669
5750,34,"admin.","yes","no","no",2064
5751,33,"blue-collar","yes","no","no",-53
5752,30,"technician","yes","yes","no",-754
5753,31,"management","yes","no","no",89
5754,54,"retired","yes","yes","no",153
5755,35,"admin.","yes","no","no",788
5756,35,"unemployed","yes","no","no",947
5757,32,"blue-collar","no","no","no",358
5758,29,"technician","yes","no","no",1395
5759,34,"blue-collar","yes","no","no",-563
5760,39,"unemployed","yes","yes","no",97
5761,41,"blue-collar","yes","yes","yes",-651
5762,36,"retired","yes","yes","no",101
5763,29,"admin.","yes","no","no",494
5764,44,"retired","no","no","no",902
5765,43,"technician","yes","no","no",527
5766,38,"services","yes","no","no",322
5767,39,"management","yes","no","no",-606
5768,31,"admin.","yes","no","no",747
5769,54,"blue-collar","yes","yes","no",682
5770,32,"technician","no","no","no",18
5771,58,"retired","yes","no","no",0
5772,32,"blue-collar","yes","no","no",405
5773,31,"admin.","yes","yes","no",298
5774,33,"services","yes","no","no",1595
5775,28,"management","yes","no","no",1107
5776,31,"management","yes","no","no",682
5777,34,"technician","yes","yes","no",-287
5778,31,"management","yes","no","no",2229
5779,28,"management","yes","no","no",7544
5780,37,"services","yes","yes","no",3429
5781,32,"blue-collar","yes","yes","no",-204
5782,50,"blue-collar","yes","yes","no",14
5783,45,"blue-collar","yes","no","no",61
5784,34,"admin.","yes","no","no",635
5785,56,"unemployed","yes","no","no",0
5786,26,"blue-collar","yes","no","no",245
5787,37,"unemployed","yes","no","no",-476
5788,33,"management","yes","no","no",-424
5789,47,"technician","yes","yes","no",-545
5790,33,"management","yes","no","no",9725
5791,27,"technician","no","no","no",162
5792,34,"blue-collar","yes","no","no",-175
5793,44,"services","yes","no","no",-75
5794,37,"technician","yes","no","no",695
5795,45,"blue-collar","yes","no","no",18
5796,55,"blue-collar","yes","no","no",-473
5797,31,"self-employed","yes","no","no",360
5798,34,"blue-collar","yes","no","no",-367
5799,58,"technician","yes","no","no",0
5800,39,"technician","yes","no","no",-72
5801,31,"blue-collar","yes","no","no",-110
5802,40,"technician","yes","no","no",-396
5803,37,"blue-collar","no","no","no",125
5804,36,"management","yes","no","no",605
5805,28,"technician","yes","no","no",880
5806,31,"services","yes","no","no",-309
5807,33,"technician","yes","no","no",1746
5808,33,"technician","yes","no","no",95
5809,28,"blue-collar","no","no","no",48
5810,48,"services","yes","yes","no",569
5811,28,"technician","yes","yes","no",930
5812,33,"blue-collar","yes","yes","no",320
5813,29,"blue-collar","yes","no","no",258
5814,40,"unemployed","yes","no","no",277
5815,28,"management","yes","no","no",102
5816,59,"retired","no","no","no",93
5817,51,"blue-collar","no","no","no",21
5818,47,"services","yes","yes","no",2070
5819,25,"admin.","no","no","no",96
5820,45,"management","yes","no","no",2316
5821,59,"retired","yes","yes","no",174
5822,33,"services","yes","no","no",-297
5823,34,"blue-collar","no","no","no",-465
5824,48,"blue-collar","yes","no","no",0
5825,39,"blue-collar","yes","yes","no",519
5826,47,"technician","yes","no","no",192
5827,43,"admin.","yes","yes","no",314
5828,31,"services","yes","no","no",-274
5829,29,"services","no","yes","no",283
5830,51,"housemaid","yes","no","yes",-1013
5831,32,"blue-collar","yes","no","no",-376
5832,35,"services","yes","no","no",207
5833,34,"admin.","yes","no","no",66
5834,47,"technician","yes","no","no",1573
5835,33,"blue-collar","yes","no","no",5
5836,34,"blue-collar","yes","no","no",7216
5837,26,"blue-collar","yes","yes","no",-330
5838,32,"management","yes","no","no",2619
5839,57,"retired","no","no","no",138
5840,49,"technician","yes","no","no",-236
5841,30,"technician","no","no","no",764
5842,33,"blue-collar","yes","no","no",-45
5843,34,"blue-collar","yes","no","no",1257
5844,40,"blue-collar","yes","yes","no",3311
5845,29,"technician","yes","no","no",1185
5846,28,"self-employed","yes","no","no",0
5847,31,"blue-collar","yes","no","no",-452
5848,27,"unemployed","yes","no","no",-446
5849,30,"management","yes","no","no",265
5850,27,"unemployed","yes","no","no",293
5851,54,"management","yes","no","no",-305
5852,35,"blue-collar","yes","no","no",690
5853,33,"blue-collar","yes","no","no",2720
5854,36,"blue-collar","yes","no","no",-140
5855,26,"technician","no","no","no",1256
5856,32,"admin.","yes","no","no",620
5857,30,"services","yes","yes","no",-95
5858,39,"technician","yes","no","no",1
5859,29,"technician","yes","no","no",354
5860,32,"blue-collar","yes","no","no",494
5861,39,"blue-collar","yes","no","no",116
5862,44,"management","yes","yes","no",476
5863,38,"technician","yes","no","no",791
5864,51,"services","yes","no","no",53
5865,39,"management","yes","no","no",-1026
5866,37,"blue-collar","yes","no","no",316
5867,41,"technician","yes","yes","no",457
5868,41,"management","yes","yes","no",-556
5869,29,"blue-collar","yes","yes","no",2
5870,32,"technician","yes","yes","no",0
5871,29,"blue-collar","yes","no","no",484
5872,34,"unemployed","yes","no","no",200
5873,54,"management","yes","no","no",-415
5874,33,"admin.","yes","no","no",899
5875,26,"management","no","no","no",205
5876,52,"blue-collar","yes","no","no",241
5877,35,"technician","yes","yes","no",473
5878,30,"unemployed","yes","yes","no",529
5879,30,"blue-collar","yes","no","no",187
5880,59,"retired","yes","no","no",217
5881,24,"blue-collar","yes","no","no",984
5882,34,"technician","yes","no","no",27
5883,52,"entrepreneur","no","yes","no",-99
5884,32,"blue-collar","yes","no","no",3
5885,44,"blue-collar","yes","no","no",189
5886,29,"management","yes","yes","no",54
5887,48,"technician","yes","no","no",302
5888,34,"management","yes","no","no",2287
5889,37,"blue-collar","yes","no","no",-88
5890,35,"management","yes","no","no",291
5891,45,"blue-collar","yes","no","no",77
5892,31,"services","yes","no","no",-68
5893,38,"entrepreneur","yes","no","no",504
5894,31,"admin.","yes","no","no",-579
5895,26,"blue-collar","yes","no","no",381
5896,37,"admin.","yes","yes","no",-498
5897,39,"technician","no","no","no",501
5898,34,"services","yes","yes","no",-196
