"index","age","marital","education"
4428,33,"single","tertiary"
4429,31,"single","secondary"
4430,51,"married","primary"
4431,35,"married","primary"
4432,38,"married","secondary"
4433,36,"married","secondary"
4434,37,"married","secondary"
4435,29,"married","tertiary"
4436,53,"married","primary"
4437,34,"married","secondary"
4438,31,"single","tertiary"
4439,38,"divorced","secondary"
4440,36,"married","secondary"
4441,36,"married","tertiary"
4442,32,"single","unknown"
4443,38,"married","secondary"
4444,36,"married","secondary"
4445,35,"married","secondary"
4446,31,"married","tertiary"
4447,32,"married","primary"
4448,32,"married","secondary"
4449,36,"married","secondary"
4450,32,"married","secondary"
4451,33,"married","tertiary"
4452,30,"married","secondary"
4453,39,"married","secondary"
4454,35,"married","secondary"
4455,31,"married","secondary"
4456,30,"single","secondary"
4457,34,"married","primary"
4458,30,"single","secondary"
4459,31,"single","secondary"
4460,39,"married","tertiary"
4461,36,"married","secondary"
4462,32,"single","tertiary"
4463,33,"married","secondary"
4464,33,"married","secondary"
4465,34,"divorced","secondary"
4466,39,"married","primary"
4467,35,"married","tertiary"
4468,60,"single","secondary"
4469,34,"single","tertiary"
4470,33,"married","secondary"
4471,59,"divorced","secondary"
4472,31,"single","secondary"
4473,36,"married","secondary"
4474,36,"divorced","secondary"
4475,38,"married","secondary"
4476,32,"married","secondary"
4477,32,"single","secondary"
4478,39,"married","secondary"
4479,39,"married","secondary"
4480,33,"married","tertiary"
4481,23,"single","secondary"
4482,39,"married","tertiary"
4483,36,"married","unknown"
4484,38,"single","secondary"
4485,35,"married","secondary"
4486,27,"single","tertiary"
4487,31,"single","secondary"
4488,58,"married","primary"
4489,34,"divorced","secondary"
4490,31,"single","secondary"
4491,36,"married","unknown"
4492,34,"married","secondary"
4493,37,"married","secondary"
4494,37,"married","secondary"
4495,33,"single","secondary"
4496,33,"married","secondary"
4497,39,"married","secondary"
4498,35,"single","primary"
4499,35,"married","secondary"
4500,34,"single","secondary"
4501,39,"married","secondary"
4502,37,"single","tertiary"
4503,42,"married","secondary"
4504,40,"married","secondary"
4505,37,"married","primary"
4506,37,"married","primary"
4507,36,"single","secondary"
4508,35,"married","secondary"
4509,35,"married","secondary"
4510,37,"married","tertiary"
4511,35,"divorced","secondary"
4512,30,"single","secondary"
4513,37,"single","unknown"
4514,31,"single","secondary"
4515,56,"married","tertiary"
4516,37,"married","secondary"
4517,33,"married","primary"
4518,40,"married","primary"
4519,38,"married","secondary"
4520,41,"single","secondary"
4521,38,"married","secondary"
4522,36,"married","secondary"
4523,31,"single","secondary"
4524,31,"married","secondary"
4525,52,"divorced","primary"
4526,31,"single","tertiary"
4527,39,"married","secondary"
4528,35,"married","secondary"
4529,22,"married","secondary"
4530,38,"married","tertiary"
4531,39,"married","primary"
4532,34,"single","tertiary"
4533,34,"married","primary"
4534,36,"divorced","secondary"
4535,32,"single","secondary"
4536,33,"single","primary"
4537,33,"married","secondary"
4538,36,"married","secondary"
4539,32,"married","secondary"
4540,42,"married","primary"
4541,43,"married","tertiary"
4542,35,"single","secondary"
4543,37,"single","secondary"
4544,33,"married","secondary"
4545,26,"single","secondary"
4546,37,"single","tertiary"
4547,33,"married","secondary"
4548,40,"married","tertiary"
4549,36,"divorced","secondary"
4550,35,"married","primary"
4551,36,"married","unknown"
4552,39,"divorced","secondary"
4553,60,"married","tertiary"
4554,34,"single","secondary"
4555,32,"married","primary"
4556,33,"single","tertiary"
4557,59,"married","primary"
4558,35,"single","secondary"
4559,34,"single","tertiary"
4560,42,"married","tertiary"
4561,38,"married","primary"
4562,33,"married","unknown"
4563,32,"single","primary"
4564,30,"married","secondary"
4565,34,"single","tertiary"
4566,59,"married","secondary"
4567,32,"married","secondary"
4568,54,"married","secondary"
4569,48,"divorced","primary"
4570,36,"married","primary"
4571,29,"single","secondary"
4572,39,"single","secondary"
4573,54,"divorced","unknown"
4574,36,"single","secondary"
4575,33,"married","secondary"
4576,32,"single","tertiary"
4577,41,"divorced","secondary"
4578,34,"single","primary"
4579,34,"married","secondary"
4580,53,"married","secondary"
4581,38,"married","secondary"
4582,33,"married","secondary"
4583,32,"married","secondary"
4584,33,"married","secondary"
4585,35,"married","secondary"
4586,34,"married","tertiary"
4587,37,"married","secondary"
4588,38,"married","secondary"
4589,39,"married","tertiary"
4590,43,"married","primary"
4591,39,"married","secondary"
4592,38,"married","primary"
4593,40,"married","primary"
4594,38,"married","secondary"
4595,32,"divorced","secondary"
4596,31,"single","secondary"
4597,32,"married","primary"
4598,37,"single","primary"
4599,30,"single","tertiary"
4600,46,"married","secondary"
4601,36,"single","secondary"
4602,34,"married","primary"
4603,32,"married","secondary"
4604,34,"divorced","secondary"
4605,33,"married","primary"
4606,37,"married","tertiary"
4607,34,"single","secondary"
4608,37,"married","primary"
4609,31,"married","tertiary"
4610,47,"married","secondary"
4611,36,"single","secondary"
4612,31,"married","secondary"
4613,33,"married","secondary"
4614,33,"married","secondary"
4615,39,"married","primary"
4616,37,"divorced","secondary"
4617,34,"single","secondary"
4618,33,"married","tertiary"
4619,31,"single","primary"
4620,33,"married","secondary"
4621,30,"married","tertiary"
4622,34,"married","secondary"
4623,31,"single","tertiary"
4624,36,"married","secondary"
4625,37,"single","tertiary"
4626,31,"single","secondary"
4627,39,"married","secondary"
4628,34,"married","tertiary"
4629,43,"married","tertiary"
4630,43,"married","primary"
4631,34,"married","secondary"
4632,36,"married","secondary"
4633,55,"married","unknown"
4634,31,"single","secondary"
4635,32,"married","secondary"
4636,31,"married","secondary"
4637,31,"married","primary"
4638,33,"single","secondary"
4639,32,"married","primary"
4640,44,"divorced","secondary"
4641,33,"married","secondary"
4642,39,"married","secondary"
4643,39,"married","primary"
4644,33,"single","secondary"
4645,40,"married","unknown"
4646,34,"single","secondary"
4647,39,"married","tertiary"
4648,32,"married","secondary"
4649,34,"married","secondary"
4650,59,"married","secondary"
4651,39,"married","primary"
4652,34,"married","secondary"
4653,36,"single","secondary"
4654,35,"married","secondary"
4655,39,"married","secondary"
4656,57,"divorced","primary"
4657,46,"married","tertiary"
4658,58,"married","primary"
4659,32,"married","secondary"
4660,34,"single","secondary"
4661,35,"single","tertiary"
4662,36,"single","tertiary"
4663,40,"married","tertiary"
4664,44,"married","secondary"
4665,31,"married","secondary"
4666,55,"married","secondary"
4667,35,"married","secondary"
4668,31,"married","primary"
4669,35,"single","tertiary"
4670,36,"married","tertiary"
4671,36,"single","secondary"
4672,30,"single","tertiary"
4673,31,"married","secondary"
4674,41,"married","secondary"
4675,36,"married","primary"
4676,59,"married","tertiary"
4677,36,"single","tertiary"
4678,32,"married","unknown"
4679,39,"married","secondary"
4680,38,"divorced","secondary"
4681,40,"married","secondary"
4682,39,"single","secondary"
4683,30,"single","secondary"
4684,38,"married","secondary"
4685,32,"married","secondary"
4686,37,"married","secondary"
4687,31,"married","tertiary"
4688,44,"married","secondary"
4689,45,"married","primary"
4690,36,"single","secondary"
4691,27,"single","unknown"
4692,27,"single","secondary"
4693,48,"married","secondary"
4694,41,"married","secondary"
4695,36,"single","secondary"
4696,32,"single","tertiary"
4697,31,"divorced","secondary"
4698,43,"married","secondary"
4699,33,"married","tertiary"
4700,31,"married","primary"
4701,35,"single","secondary"
4702,27,"single","secondary"
4703,32,"divorced","tertiary"
4704,58,"married","primary"
4705,40,"married","unknown"
4706,36,"married","secondary"
4707,39,"married","tertiary"
4708,37,"married","secondary"
4709,30,"married","secondary"
4710,32,"married","primary"
4711,52,"married","secondary"
4712,32,"married","primary"
4713,33,"divorced","secondary"
4714,39,"divorced","secondary"
4715,39,"single","secondary"
4716,34,"single","tertiary"
4717,29,"married","secondary"
4718,36,"married","secondary"
4719,35,"married","unknown"
4720,49,"single","secondary"
4721,31,"single","primary"
4722,39,"married","secondary"
4723,32,"married","secondary"
4724,35,"single","secondary"
4725,38,"married","secondary"
4726,34,"married","secondary"
4727,35,"married","secondary"
4728,34,"married","secondary"
4729,34,"married","tertiary"
4730,27,"single","secondary"
4731,30,"single","secondary"
4732,32,"married","secondary"
4733,30,"single","secondary"
4734,38,"married","primary"
4735,31,"married","secondary"
4736,23,"single","secondary"
4737,30,"married","secondary"
4738,56,"married","secondary"
4739,32,"married","secondary"
4740,35,"married","secondary"
4741,40,"married","primary"
4742,57,"married","tertiary"
4743,58,"married","secondary"
4744,32,"married","tertiary"
4745,38,"married","secondary"
4746,50,"married","primary"
4747,30,"single","secondary"
4748,34,"married","unknown"
4749,30,"divorced","secondary"
4750,38,"married","unknown"
4751,55,"married","primary"
4752,31,"single","tertiary"
4753,41,"married","primary"
4754,38,"married","unknown"
4755,49,"married","secondary"
4756,26,"single","secondary"
4757,60,"married","primary"
4758,57,"married","secondary"
4759,37,"single","unknown"
4760,39,"married","primary"
4761,39,"married","unknown"
4762,57,"divorced","secondary"
4763,35,"married","secondary"
4764,30,"married","secondary"
4765,31,"married","secondary"
4766,32,"married","secondary"
4767,30,"single","unknown"
4768,32,"single","tertiary"
4769,36,"married","secondary"
4770,34,"married","secondary"
4771,39,"married","primary"
4772,42,"married","tertiary"
4773,33,"single","secondary"
4774,32,"married","secondary"
4775,35,"married","primary"
4776,38,"married","secondary"
4777,39,"married","primary"
4778,54,"divorced","tertiary"
4779,38,"married","tertiary"
4780,33,"married","tertiary"
4781,34,"single","tertiary"
4782,32,"single","secondary"
4783,32,"married","tertiary"
4784,37,"divorced","secondary"
4785,36,"married","secondary"
4786,32,"married","primary"
4787,34,"divorced","secondary"
4788,34,"married","tertiary"
4789,39,"single","tertiary"
4790,42,"married","primary"
4791,33,"married","secondary"
4792,40,"single","primary"
4793,35,"married","secondary"
4794,38,"married","secondary"
4795,39,"married","tertiary"
4796,31,"married","secondary"
4797,38,"married","secondary"
4798,58,"married","secondary"
4799,33,"married","secondary"
4800,34,"single","secondary"
4801,34,"single","secondary"
4802,37,"single","tertiary"
4803,38,"married","secondary"
4804,34,"divorced","tertiary"
4805,34,"married","primary"
4806,39,"married","primary"
4807,35,"single","tertiary"
4808,36,"single","tertiary"
4809,31,"married","secondary"
4810,30,"married","secondary"
4811,35,"married","secondary"
4812,35,"divorced","secondary"
4813,31,"single","primary"
4814,38,"single","tertiary"
4815,36,"single","secondary"
4816,36,"single","tertiary"
4817,33,"single","secondary"
4818,34,"married","secondary"
4819,32,"married","tertiary"
4820,39,"divorced","unknown"
4821,33,"married","tertiary"
4822,38,"divorced","tertiary"
4823,41,"married","tertiary"
4824,38,"married","secondary"
4825,35,"single","secondary"
4826,39,"married","secondary"
4827,40,"married","primary"
4828,38,"married","secondary"
4829,33,"single","secondary"
4830,34,"married","secondary"
4831,28,"single","tertiary"
4832,36,"married","secondary"
4833,34,"single","secondary"
4834,39,"married","secondary"
4835,32,"married","secondary"
4836,38,"married","unknown"
4837,39,"married","secondary"
4838,30,"single","secondary"
4839,31,"single","secondary"
4840,37,"divorced","secondary"
4841,36,"married","secondary"
4842,34,"married","secondary"
4843,37,"married","unknown"
4844,31,"single","secondary"
4845,48,"married","secondary"
4846,31,"married","secondary"
4847,34,"married","secondary"
4848,36,"married","secondary"
4849,36,"single","tertiary"
4850,35,"single","tertiary"
4851,35,"married","tertiary"
4852,33,"single","secondary"
4853,26,"married","primary"
4854,37,"married","tertiary"
4855,32,"married","unknown"
4856,33,"married","secondary"
4857,34,"married","secondary"
4858,36,"married","secondary"
4859,36,"single","secondary"
4860,41,"married","secondary"
4861,33,"single","secondary"
4862,35,"single","tertiary"
4863,30,"married","tertiary"
4864,34,"single","secondary"
4865,34,"single","tertiary"
4866,36,"married","tertiary"
4867,30,"married","secondary"
4868,36,"single","secondary"
4869,31,"married","secondary"
4870,34,"married","secondary"
4871,30,"married","primary"
4872,33,"married","primary"
4873,31,"married","secondary"
4874,37,"married","primary"
4875,38,"single","primary"
4876,33,"married","secondary"
4877,32,"married","primary"
4878,34,"single","tertiary"
4879,31,"married","tertiary"
4880,51,"divorced","secondary"
4881,30,"married","primary"
4882,35,"married","secondary"
4883,32,"married","secondary"
4884,31,"married","secondary"
4885,34,"married","secondary"
4886,33,"single","primary"
4887,31,"married","secondary"
4888,33,"single","secondary"
4889,36,"divorced","primary"
4890,33,"single","secondary"
4891,59,"married","primary"
4892,35,"married","secondary"
4893,33,"married","tertiary"
4894,32,"single","secondary"
4895,23,"single","secondary"
4896,33,"married","secondary"
4897,30,"single","secondary"
4898,31,"single","secondary"
4899,25,"single","secondary"
4900,37,"single","tertiary"
4901,34,"married","secondary"
4902,29,"divorced","secondary"
4903,35,"single","tertiary"
4904,31,"divorced","tertiary"
4905,33,"married","primary"
4906,31,"married","tertiary"
4907,28,"single","unknown"
4908,33,"married","secondary"
4909,35,"married","secondary"
4910,34,"single","tertiary"
4911,30,"single","primary"
4912,32,"single","secondary"
4913,37,"married","secondary"
4914,35,"married","tertiary"
4915,57,"married","secondary"
4916,37,"single","secondary"
