"index","job","housing_loan","personal_loan","credit_default","balance"
11514,"admin.","no","yes","no",0
11515,"services","yes","no","no",2843
11516,"admin.","no","no","no",2955
11517,"admin.","yes","no","no",66
11518,"technician","no","no","no",634
11519,"management","no","no","no",1352
11520,"unemployed","no","no","no",209
11521,"blue-collar","yes","no","no",237
11522,"services","no","yes","no",2469
11523,"unknown","no","no","no",35
11524,"blue-collar","no","no","no",59
11525,"blue-collar","no","no","no",5109
11526,"entrepreneur","no","no","yes",0
11527,"retired","no","no","no",868
11528,"blue-collar","no","no","no",0
11529,"retired","yes","no","no",828
11530,"technician","no","no","no",207
11531,"technician","yes","no","no",23
11532,"blue-collar","yes","no","no",17
11533,"unknown","no","no","no",652
11534,"management","no","no","no",179
11535,"retired","yes","yes","no",3846
11536,"admin.","no","yes","no",0
11537,"housemaid","no","no","no",774
11538,"entrepreneur","no","no","no",6495
11539,"admin.","no","no","no",422
11540,"unknown","no","no","no",63
11541,"blue-collar","no","yes","no",91
11542,"admin.","no","no","no",5310
11543,"retired","no","no","no",1282
11544,"housemaid","no","no","no",1537
11545,"blue-collar","no","no","no",1669
11546,"retired","no","no","no",1115
11547,"admin.","no","no","no",4280
11548,"management","yes","no","no",587
11549,"technician","no","no","no",1070
11550,"admin.","no","no","no",796
11551,"technician","yes","no","no",461
11552,"blue-collar","no","no","no",1138
11553,"unknown","no","no","no",2860
11554,"technician","no","no","no",2558
11555,"blue-collar","no","no","no",0
11556,"management","no","no","no",3022
11557,"blue-collar","no","no","no",48
11558,"housemaid","no","no","no",876
11559,"housemaid","no","no","no",148
11560,"services","yes","no","no",759
11561,"admin.","no","no","no",4011
11562,"self-employed","no","no","no",1923
11563,"services","no","yes","no",-110
11564,"admin.","no","yes","no",98
11565,"admin.","yes","no","no",313
11566,"blue-collar","yes","no","no",-453
11567,"unemployed","no","yes","no",-267
11568,"housemaid","no","no","no",1071
11569,"blue-collar","no","no","no",6025
11570,"retired","no","no","no",2020
11571,"blue-collar","yes","no","no",626
11572,"services","yes","no","no",241
11573,"management","yes","no","no",-52
11574,"blue-collar","no","yes","no",1986
11575,"technician","no","yes","no",202
11576,"services","yes","no","no",472
11577,"unknown","no","no","no",1937
11578,"self-employed","no","no","no",3062
11579,"services","yes","no","no",76
11580,"technician","yes","no","no",593
11581,"blue-collar","yes","no","no",182
11582,"student","yes","no","no",722
11583,"self-employed","yes","no","no",2674
11584,"management","yes","no","no",2843
11585,"blue-collar","yes","no","no",2340
11586,"blue-collar","yes","no","no",-157
11587,"blue-collar","yes","yes","no",1028
11588,"retired","no","no","no",52
11589,"technician","yes","no","no",7836
11590,"retired","yes","no","no",-309
11591,"services","no","no","no",3374
11592,"entrepreneur","no","no","no",168
11593,"management","no","yes","no",121
11594,"services","no","no","no",2453
11595,"technician","yes","no","no",940
11596,"admin.","yes","no","no",613
11597,"entrepreneur","no","no","no",0
11598,"blue-collar","no","no","no",1403
11599,"management","no","no","no",250
11600,"blue-collar","yes","no","no",-108
11601,"technician","no","no","no",7
11602,"admin.","no","no","no",4923
11603,"management","yes","no","no",20
11604,"entrepreneur","yes","yes","no",5736
11605,"technician","yes","no","no",-859
11606,"blue-collar","yes","no","no",1782
11607,"blue-collar","yes","yes","no",1331
11608,"unemployed","no","no","no",2228
11609,"admin.","no","no","no",435
11610,"admin.","yes","no","no",732
11611,"admin.","yes","no","no",299
11612,"housemaid","yes","no","no",136
11613,"unknown","no","no","no",50
11614,"entrepreneur","yes","no","no",0
11615,"self-employed","no","no","no",2022
11616,"blue-collar","yes","no","no",237
11617,"blue-collar","no","no","no",625
11618,"technician","yes","no","no",377
11619,"blue-collar","no","no","no",246
11620,"housemaid","no","yes","no",870
11621,"admin.","no","no","no",682
11622,"blue-collar","yes","no","no",61
11623,"admin.","yes","no","no",-198
11624,"technician","no","no","no",148
11625,"management","yes","no","yes",923
11626,"unemployed","no","no","no",176
11627,"unknown","no","no","no",5700
11628,"blue-collar","yes","no","no",1473
11629,"technician","no","no","no",3388
11630,"blue-collar","no","no","no",1046
11631,"blue-collar","yes","no","no",-191
11632,"blue-collar","yes","no","no",1686
11633,"technician","yes","no","no",6053
11634,"housemaid","no","no","no",2184
11635,"retired","no","no","no",789
11636,"management","no","no","no",1115
11637,"entrepreneur","no","no","no",341
11638,"blue-collar","yes","no","no",226
11639,"entrepreneur","no","no","no",2445
11640,"housemaid","no","no","no",0
11641,"technician","no","no","no",6835
11642,"admin.","no","no","no",4178
11643,"blue-collar","yes","no","no",1818
11644,"blue-collar","no","no","no",208
11645,"entrepreneur","yes","no","no",0
11646,"blue-collar","no","yes","no",-19
11647,"entrepreneur","no","no","no",2685
11648,"technician","no","no","no",1062
11649,"unemployed","no","no","no",17
11650,"retired","no","no","no",602
11651,"unemployed","no","no","no",0
11652,"student","no","no","no",408
11653,"unemployed","no","no","no",2562
11654,"technician","no","no","no",143
11655,"management","no","no","yes",-1968
11656,"technician","no","no","no",610
11657,"management","no","no","no",89
11658,"blue-collar","yes","no","no",-141
11659,"retired","no","no","no",29
11660,"blue-collar","no","no","no",3054
11661,"housemaid","no","no","no",4064
11662,"admin.","no","no","no",887
11663,"management","no","no","no",570
11664,"blue-collar","yes","no","no",5614
11665,"blue-collar","no","no","no",912
11666,"unknown","no","no","no",2266
11667,"admin.","no","no","no",2830
11668,"blue-collar","yes","no","no",480
11669,"unemployed","no","no","no",438
11670,"blue-collar","no","no","no",-51
11671,"housemaid","no","no","no",4899
11672,"retired","no","no","no",2868
11673,"blue-collar","yes","no","no",103
11674,"blue-collar","no","no","no",360
11675,"blue-collar","no","no","no",1624
11676,"technician","no","no","no",52
11677,"technician","no","no","no",2209
11678,"management","yes","yes","no",34
11679,"management","no","no","no",1273
11680,"admin.","no","yes","no",37
11681,"retired","no","yes","no",6955
11682,"management","no","no","no",490
11683,"services","yes","no","no",1860
11684,"entrepreneur","yes","yes","no",3135
11685,"management","no","yes","no",67
11686,"entrepreneur","yes","yes","no",0
11687,"self-employed","yes","yes","no",1173
11688,"management","no","yes","no",2978
11689,"blue-collar","yes","yes","no",1873
11690,"technician","no","no","no",4015
11691,"self-employed","no","no","no",746
11692,"self-employed","no","no","yes",7
11693,"entrepreneur","no","no","no",1002
11694,"blue-collar","yes","no","no",337
11695,"housemaid","no","no","no",746
11696,"blue-collar","yes","no","no",770
11697,"housemaid","no","no","no",662
11698,"management","yes","no","no",1736
11699,"blue-collar","no","no","no",847
11700,"technician","yes","no","no",3494
11701,"blue-collar","yes","yes","no",-162
11702,"unemployed","no","no","no",519
11703,"blue-collar","no","yes","no",4
11704,"entrepreneur","no","no","no",0
11705,"entrepreneur","no","no","no",3
11706,"blue-collar","yes","no","no",1794
11707,"retired","no","no","no",806
11708,"technician","no","no","no",0
11709,"technician","yes","yes","no",0
11710,"technician","no","no","no",683
11711,"retired","no","no","no",1690
11712,"unemployed","yes","no","no",2057
11713,"technician","yes","yes","no",472
11714,"blue-collar","no","no","no",15477
11715,"management","yes","no","no",5320
11716,"technician","no","no","no",261
11717,"self-employed","no","no","no",250
11718,"blue-collar","no","no","no",1006
11719,"technician","yes","no","no",0
11720,"technician","no","no","no",443
11721,"housemaid","no","no","no",1465
11722,"management","no","no","no",1054
11723,"technician","no","no","no",194
11724,"unemployed","yes","no","no",2135
11725,"services","no","yes","no",522
11726,"blue-collar","yes","no","no",1777
11727,"unemployed","no","no","no",279
11728,"housemaid","no","no","no",0
11729,"retired","no","no","no",4365
11730,"blue-collar","no","yes","no",550
11731,"blue-collar","yes","no","no",224
11732,"blue-collar","yes","no","no",1119
11733,"technician","no","no","no",297
11734,"housemaid","no","no","no",4994
11735,"blue-collar","yes","no","no",-46
11736,"entrepreneur","no","no","no",224
11737,"services","yes","yes","no",457
11738,"housemaid","no","no","no",1697
11739,"retired","no","no","no",2269
11740,"technician","no","no","no",396
11741,"unemployed","yes","no","no",0
11742,"blue-collar","yes","no","no",2281
11743,"entrepreneur","yes","yes","no",0
11744,"technician","yes","no","no",9689
11745,"management","no","no","no",0
11746,"management","yes","no","no",-1746
11747,"unknown","no","no","no",1517
11748,"management","no","no","no",1545
11749,"management","no","no","no",0
11750,"admin.","no","yes","no",165
11751,"blue-collar","no","yes","yes",0
11752,"unknown","no","no","yes",61
11753,"services","no","no","no",-254
11754,"management","no","no","no",310
11755,"self-employed","no","no","no",3717
11756,"management","no","no","no",933
11757,"self-employed","no","no","no",347
11758,"technician","no","yes","no",24055
11759,"self-employed","no","no","no",1917
11760,"services","no","no","no",2886
11761,"admin.","yes","yes","no",-1137
11762,"services","no","yes","no",386
11763,"unemployed","no","no","no",1604
11764,"admin.","no","no","no",584
11765,"self-employed","yes","no","no",759
11766,"blue-collar","no","no","yes",1
11767,"retired","no","no","no",5523
11768,"blue-collar","no","yes","yes",0
11769,"unemployed","yes","no","no",468
11770,"technician","no","no","no",0
11771,"services","yes","no","no",5807
11772,"services","yes","no","no",179
11773,"blue-collar","no","no","no",10984
11774,"technician","no","no","no",109
11775,"self-employed","no","no","no",1463
11776,"self-employed","no","yes","no",1876
11777,"management","no","yes","no",0
11778,"unemployed","no","no","no",1038
11779,"admin.","no","no","no",9311
11780,"admin.","yes","no","no",0
11781,"management","no","yes","no",9103
11782,"blue-collar","yes","no","yes",457
11783,"services","yes","no","no",126
11784,"blue-collar","no","no","no",0
11785,"admin.","no","no","no",0
11786,"entrepreneur","yes","no","no",0
11787,"blue-collar","no","no","no",923
11788,"management","yes","no","no",1355
11789,"retired","no","no","no",5
11790,"blue-collar","no","no","no",167
11791,"blue-collar","no","no","no",1005
11792,"blue-collar","yes","no","no",14
11793,"services","no","no","no",1735
11794,"services","no","no","no",287
11795,"management","no","no","no",0
11796,"blue-collar","no","no","no",-206
11797,"blue-collar","no","no","no",0
11798,"retired","no","no","no",878
11799,"services","no","no","no",-223
11800,"retired","no","no","no",1466
11801,"management","no","no","no",3164
11802,"management","no","no","no",2400
11803,"management","yes","no","no",408
11804,"technician","no","no","no",0
11805,"self-employed","no","no","no",2559
11806,"self-employed","no","no","no",977
11807,"blue-collar","no","yes","no",0
11808,"technician","no","yes","no",27069
11809,"management","no","no","no",3260
11810,"blue-collar","yes","no","no",665
11811,"housemaid","yes","no","no",296
11812,"unknown","no","no","no",0
11813,"admin.","yes","no","no",-48
11814,"management","yes","no","no",0
11815,"technician","no","no","no",0
11816,"blue-collar","yes","no","no",-306
11817,"blue-collar","yes","no","no",43
11818,"management","no","yes","yes",-771
11819,"technician","no","no","no",-215
11820,"self-employed","no","yes","no",549
11821,"technician","yes","no","no",302
11822,"services","yes","no","no",-494
11823,"management","yes","no","no",557
11824,"retired","no","no","no",5879
11825,"management","no","yes","no",3045
11826,"blue-collar","no","no","no",196
11827,"housemaid","no","no","no",1098
11828,"blue-collar","no","no","no",7123
11829,"blue-collar","no","yes","no",1500
11830,"retired","no","yes","no",1295
11831,"admin.","yes","no","no",672
11832,"student","yes","no","no",-322
11833,"blue-collar","no","no","no",44
11834,"services","no","no","no",1111
11835,"admin.","yes","no","no",470
11836,"retired","no","no","no",3975
11837,"technician","no","no","no",348
11838,"blue-collar","yes","no","no",908
11839,"unknown","no","no","no",4722
11840,"admin.","no","no","no",506
11841,"technician","no","yes","no",1694
11842,"housemaid","no","no","no",16
11843,"admin.","no","no","yes",-9
11844,"technician","no","no","no",80
11845,"unemployed","yes","yes","no",495
11846,"management","yes","yes","no",-92
11847,"entrepreneur","no","no","yes",-251
11848,"entrepreneur","no","no","no",1393
11849,"self-employed","no","no","no",1121
11850,"admin.","no","no","no",5
11851,"self-employed","yes","no","no",1549
11852,"blue-collar","no","no","no",0
11853,"services","no","no","no",293
11854,"blue-collar","yes","no","no",2067
11855,"housemaid","no","no","no",207
11856,"management","yes","yes","no",33
11857,"blue-collar","yes","yes","no",475
11858,"blue-collar","yes","no","no",101
11859,"blue-collar","yes","yes","no",188
11860,"management","no","no","no",0
11861,"technician","no","no","no",251
11862,"management","no","no","no",544
11863,"services","no","yes","no",515
11864,"self-employed","no","no","no",-319
11865,"blue-collar","yes","no","no",2885
11866,"blue-collar","no","no","no",186
11867,"blue-collar","yes","no","no",490
11868,"blue-collar","yes","no","no",4168
11869,"management","no","no","no",142
11870,"student","no","no","no",9669
11871,"housemaid","no","no","no",954
11872,"housemaid","no","no","yes",127
